0, 0, Header, 1, 1, 120
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 600000
1, 0, MIDI_port, 0
1, 0, Program_c, 0, 100
1, 420, Note_on_c, 0, 60, 100
1, 480, Note_off_c, 0, 60, 0
1, 480, Note_on_c, 0, 69, 100
1, 660, Note_off_c, 0, 69, 0
1, 660, Note_on_c, 0, 69, 100
1, 720, Note_off_c, 0, 69, 0
1, 720, Note_on_c, 0, 69, 100
1, 900, Note_off_c, 0, 69, 0
1, 900, Note_on_c, 0, 69, 100
1, 960, Note_off_c, 0, 69, 0
1, 960, Note_on_c, 0, 70, 100
1, 1260, Note_off_c, 0, 70, 0
1, 1320, Note_on_c, 0, 70, 100
1, 1380, Note_off_c, 0, 70, 0
1, 1380, Note_on_c, 0, 69, 100
1, 1440, Note_off_c, 0, 69, 0
1, 1440, Note_on_c, 0, 67, 100
1, 1620, Note_off_c, 0, 67, 0
1, 1620, Note_on_c, 0, 67, 100
1, 1680, Note_off_c, 0, 67, 0
1, 1680, Note_on_c, 0, 70, 100
1, 1860, Note_off_c, 0, 70, 0
1, 1860, Note_on_c, 0, 70, 100
1, 1920, Note_off_c, 0, 70, 0
1, 1920, Note_on_c, 0, 69, 100
1, 2220, Note_off_c, 0, 69, 0
1, 2280, Note_on_c, 0, 69, 100
1, 2340, Note_off_c, 0, 69, 0
1, 2340, Note_on_c, 0, 67, 100
1, 2400, Note_off_c, 0, 67, 0
1, 2400, Note_on_c, 0, 65, 100
1, 2580, Note_off_c, 0, 65, 0
1, 2580, Note_on_c, 0, 65, 100
1, 2640, Note_off_c, 0, 65, 0
1, 2640, Note_on_c, 0, 69, 100
1, 2820, Note_off_c, 0, 69, 0
1, 2820, Note_on_c, 0, 69, 100
1, 2880, Note_off_c, 0, 69, 0
1, 2880, Note_on_c, 0, 67, 100
1, 3180, Note_off_c, 0, 67, 0
1, 3240, Note_on_c, 0, 67, 100
1, 3300, Note_off_c, 0, 67, 0
1, 3300, Note_on_c, 0, 65, 100
1, 3360, Note_off_c, 0, 65, 0
1, 3360, Note_on_c, 0, 64, 100
1, 3540, Note_off_c, 0, 64, 0
1, 3540, Note_on_c, 0, 65, 100
1, 3600, Note_off_c, 0, 65, 0
1, 3600, Note_on_c, 0, 67, 100
